,Feature_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Cluster
173056,8dcdb074f0ffe5b1b853bc13ca5eeb36,d__Bacteria,,,,,,,5
28148,16dc9456ddd13b82477ecc76277f0383,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Solibacterales, f__Solibacteraceae, g__Candidatus_Solibacter,,6
221065,b549574dcbde98c5e94892ed0770b1b4,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__11-24, f__11-24, g__11-24, s__uncultured_bacterium,6
21271,114688209df35f7440285bfb784b3338,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Pyrinomonadales, f__Pyrinomonadaceae, g__RB41, s__metagenome,6
14509,0bcaa7cd82c087c8a9a03aa74e9891b2,d__Bacteria, p__Acidobacteriota, c__Holophagae, o__Holophagales, f__Holophagaceae, g__Geothrix,,6
45521,25127a8d69af77448c3241bd5779cd17,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__IMCC26256, f__IMCC26256, g__IMCC26256, s__uncultured_bacterium,6
297036,f3797936e5b6bd7feb01c841cd0e74b5,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Corynebacteriales, f__Nocardiaceae, g__Nocardia, s__uncultured_bacterium,6
298256,f470acfa7fb0ef941a58e745b00cbae6,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__OPB41, f__OPB41, g__OPB41, s__uncultured_Coriobacteriaceae,6
229050,bbda9f9c321fb9863702d7b8895e3862,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__Gaiella,,6
7664,063bae5d6a4ffab18669e92a25cc0d2a,d__Bacteria, p__Armatimonadota, c__Armatimonadia, o__Armatimonadales, f__Armatimonadales, g__Armatimonadales,,6
17730,0e5eaa16d35f72b0ef9704a125a45ea1,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter,,6
287402,ebcee21f7fe9409ff4334e1398019213,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter, s__uncultured_bacterium,6
293970,f1151709f1f710ac42fc0bb1cfbb0d60,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Terrimonas, s__metagenome,6
37330,1e76dccf67a5320f2efa2cba7d096c9a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Saprospiraceae, g__uncultured, s__uncultured_bacterium,6
286730,eb36645d7872c6e957cb1a751885e92e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Cytophagaceae, g__Cytophaga,,6
100421,523dbd890686c662aaef69cc78dcefb2,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Hymenobacteraceae, g__Hymenobacter, s__Siccationidurans_antarcticus,6
184283,9716273aa8b614eaa0ad05c7f1842c2f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Spirosomaceae, g__Arcicella, s__uncultured_bacterium,6
14331,0ba8f372de4de2dc80ce87f523233c9f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Spirosomaceae, g__Lacihabitans, s__uncultured_bacterium,6
42155,2261d7aa11f932e8207c0fc9a0a08283,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium,,6
277198,e3719ba53d56e6ca763c874c5e6e467b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium,,6
294524,f185ebfedbdfb710e0be2c47c05031b4,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__AKYH767, g__AKYH767, s__uncultured_bacterium,6
301490,f70470a8a76c6ea467df524069bde03a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__env.OPS_17, g__env.OPS_17, s__uncultured_Bacteroidetes,6
17616,0e47de1457ef28447df1fbc84627121c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__LiUU-11-161, g__LiUU-11-161, s__uncultured_Bacteroidetes,6
299986,f5ce79524cd2f6ac12ee0948047f294f,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bdellovibrionales, f__Bdellovibrionaceae, g__Bdellovibrio, s__uncultured_bacterium,6
249186,cc798439b1afc6924214e116e4511bdf,d__Bacteria, p__Bdellovibrionota, c__Oligoflexia, o__053A03-B-DI-P58, f__053A03-B-DI-P58, g__053A03-B-DI-P58, s__uncultured_bacterium,6
25436,14ad7fb860aeb05f3b2e6c1655b9cd65,d__Bacteria, p__Campilobacterota, c__Campylobacteria, o__Campylobacterales, f__Sulfurimonadaceae, g__Sulfuricurvum,,6
6808,058ff55f9d0161c42b625f9ddfe5d0fc,d__Bacteria, p__Chloroflexi, c__KD4-96, o__KD4-96, f__KD4-96, g__KD4-96,,6
176026,9043466712b1ed5f00fee0dca4bed490,d__Bacteria, p__Gemmatimonadota, c__Gemmatimonadetes, o__Gemmatimonadales, f__Gemmatimonadaceae, g__Gemmatimonas,,6
298784,f4d7a851fe7ff6cd0c31f6498ea426e4,d__Bacteria, p__Myxococcota, c__Myxococcia, o__Myxococcales, f__Myxococcaceae, g__KD3-10, s__metagenome,6
7933,067337d90713cd4418471a729c4a8877,d__Bacteria, p__Myxococcota, c__Polyangia, o__Polyangiales, f__Polyangiaceae, g__Pajaroellobacter,,6
297982,f4398566762e76207731407bdca72051,d__Bacteria, p__Patescibacteria, c__Gracilibacteria, o__Gracilibacteria, f__Gracilibacteria, g__Gracilibacteria, s__metagenome,6
99687,51a3510b530254d8106d48708d1b77d7,d__Bacteria, p__Patescibacteria, c__Parcubacteria, o__Candidatus_Kaiserbacteria, f__Candidatus_Kaiserbacteria, g__Candidatus_Kaiserbacteria,,6
281159,e6abed741cddf509b07cc1b4459cc685,d__Bacteria, p__Patescibacteria, c__Parcubacteria, o__Candidatus_Nomurabacteria, f__Candidatus_Nomurabacteria, g__Candidatus_Nomurabacteria, s__uncultured_bacterium,6
53529,2bb973b9ec3267385c408df03ab2a635,d__Bacteria, p__Planctomycetota, c__Pla4_lineage, o__Pla4_lineage, f__Pla4_lineage, g__Pla4_lineage, s__uncultured_bacterium,6
236470,c1f24c84fb4cebcfea9c9428bce51660,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__Fimbriiglobus, s__Gemmata_sp.,6
299048,f50c3ee97cf0b39976b34e143bea0941,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__Gemmata,,6
211671,adaba27a74a058dd4e383303264addab,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Pirellulales, f__Pirellulaceae, g__Blastopirellula, s__bacterium_enrichment,6
1234,0103573646c50dec3c2f88deda23a3e1,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Acetobacterales, f__Acetobacteraceae, g__Acidiphilium, s__uncultured_Alphaproteobacteria,6
300793,f674e6ac5d3eef1c4e2563f2c68a1b82,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Micropepsales, f__Micropepsaceae, g__uncultured, s__metagenome,6
300751,f66a5e0b6cf1e6dd729bda6ca36a3472,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Devosiaceae,,,6
78796,40721384c597a1f62e761fbabcd70bbf,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured, s__uncultured_bacterium,6
290696,ee7561390189a3a727424e4b866a0479,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rhodobacter,,6
298917,f4f4dc431ac8e94eb29509fa26f145a5,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,6
54176,2c45f9448fc466c6b3a59f99e92aae8a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Acidiferrobacterales, f__Acidiferrobacteraceae, g__Sulfurifustis, s__Sulfuricaulis_limicola,6
256377,d27b36696e07d37bf5a19bb02d3ae384,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Rhizobacter,,6
276442,e2d5636d0f22ca855b2c63c2fc4ab072,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Rhizobacter,,6
237404,c2b9bf4bf47ce458d0fcd1d88a61292a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Rhodoferax,,6
299788,f5a2d539da60ea7e6aef5ac4df08e1e5,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Gallionellaceae, g__Candidatus_Nitrotoga,,6
2638,0229e4408fcd13b97afdef3581f9f55a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Gallionellaceae,,,6
296626,f323b1ee9ef0d626a368ecb1684d0611,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Leeiaceae, g__Leeia, s__uncultured_bacterium,6
19308,0fa9da494e9a169d040df9fee7c953e4,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,6
40098,20b922c4443b272441fe6e37c9c4d25a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,6
300122,f5ec40c070aeb57006057d90a1fe8ce1,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__MND1, s__metagenome,6
216638,b1c5867229ff63d557174f66d9179da4,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Nitrosospira,,6
7258,05eaa154cdbe4d7e47fa5e22b430f580,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__SC-I-84, g__SC-I-84, s__metagenome,6
300680,f65931140f50b31151c4b0821b7b59bd,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__TRA3-20, g__TRA3-20,,6
78882,4084ab93134d3c1ccc1c153623f27f36,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Ga0077536, f__Ga0077536, g__Ga0077536, s__metagenome,6
297804,f416a9c78770a62e1c6c1a18d1ed4150,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__JG36-TzT-191, f__JG36-TzT-191, g__JG36-TzT-191, s__uncultured_bacterium,6
13465,0aeca6cd54a71b9c4030351f7dcbd1d5,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Tenderiales, f__Tenderiaceae, g__Candidatus_Tenderia, s__uncultured_beta,6
181122,947218e690d4020a81571946e94167c1,d__Bacteria, p__Verrucomicrobiota, c__Omnitrophia, o__Omnitrophales, f__Omnitrophales, g__Omnitrophales, s__uncultured_bacterium,6
294244,f150c5f7917f54b2eb804df6dec4e3f9,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__SH3-11,,6
179228,92e081de1fba550138e42f89c648b521,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__uncultured, s__uncultured_Verrucomicrobia,6
858,00b1264cf53f90e7e83daae3c0ada8cc,d__Bacteria, p__Zixibacteria, c__Zixibacteria, o__Zixibacteria, f__Zixibacteria, g__Zixibacteria, s__uncultured_bacterium,6
199654,a3c01770be7485902942c66b05d732c6,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Acidobacteriae, f__Acidobacteriae, g__Paludibaculum, s__metagenome,7
216086,b154cff9a4700c721416fcb7eb7b86b1,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Acidobacteriae, f__Acidobacteriae, g__Paludibaculum,,7
8623,07037efe995de8fae816834075e1af8a,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Bryobacterales, f__Bryobacteraceae, g__Bryobacter, s__Acidobacteria_bacterium,7
70034,393c0195dddb288a5ccaecb48041ec1a,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Bryobacterales, f__Bryobacteraceae, g__Bryobacter,,7
100351,522fc38e8eb19ac654f166720de19f1f,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__11-24, f__11-24, g__11-24, s__uncultured_bacterium,7
53995,2c2184aca92ae1fc158cbce2ec7acae1,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Blastocatellales, f__Blastocatellaceae,,,7
87460,478a6dabd66921164ee221116bb2b7c8,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Blastocatellales, f__Blastocatellaceae,,,7
256579,d2a0f9b0979fa44f5f3bb47b021d0f02,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Blastocatellales, f__Blastocatellaceae,,,7
4967,0416ed0efebf29614c0a8301963282d7,d__Bacteria, p__Acidobacteriota, c__Holophagae, o__Holophagales, f__Holophagaceae, g__Geothrix,,7
55793,2d9bcc72b4d92e3958796d021645b99d,d__Bacteria, p__Acidobacteriota, c__Holophagae, o__Subgroup_7, f__Subgroup_7, g__Subgroup_7,,7
88843,48ac6d63a87a309db65d2831f67f9019,d__Bacteria, p__Acidobacteriota, c__Subgroup_20, o__Subgroup_20, f__Subgroup_20, g__Subgroup_20, s__uncultured_bacterium,7
44775,2474f0aeffc5833d933762ec0bea227c,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__uncultured, g__uncultured, s__uncultured_bacterium,7
167295,8916e8023152c340cb4a43ebd60105a0,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__uncultured, g__uncultured,,7
243569,c7cf03c0ef7ab17242434a84020c5ea9,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__uncultured, g__uncultured, s__uncultured_bacterium,7
291368,eefc8c39ee7c024d672f1e77f2f54c15,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__uncultured, g__uncultured,,7
10014,08232140aa22fdd9e07857374c47481f,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae, s__uncultured_Acidobacteria,7
12496,0a20db3aae5743a7b743fd38219065d2,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae,,7
58247,2f9c427b8d1e1047c523becaa1f79f53,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae,,7
61142,3203f4ffc7ce854e70e7fcf01f80e4e9,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae,,7
124991,669ab42a64f721b68c34b2d8d9660951,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae,,7
208862,ab65b63f759acc01844e87b9ba126386,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae,,7
255607,d1dd690380ecec3cf849925b90f110d8,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae,,7
280498,e625e758ed6e5753f43da408f6af592a,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__IMCC26256, f__IMCC26256, g__IMCC26256, s__uncultured_bacterium,7
30732,19068bbb61ab6c698f92e55863ced14d,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Microtrichales, f__Iamiaceae, g__Iamia,,7
26381,156f32d0e75604ab1d7a1f4cc24392f6,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Microtrichales, f__Ilumatobacteraceae, g__CL500-29_marine_group, s__metagenome,7
65391,3582c0207b02834a6a098b8ad976036f,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Microtrichales, f__Ilumatobacteraceae, g__CL500-29_marine_group, s__metagenome,7
123143,65285c7dd0deca6a98dbf2fd9a01f79f,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Microtrichales, f__Ilumatobacteraceae, g__CL500-29_marine_group, s__metagenome,7
181178,947dfea79419f174c46897e62f0cb4cb,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Microtrichales, f__Ilumatobacteraceae, g__CL500-29_marine_group, s__metagenome,7
240554,c549dfb2caae6fc2e8823b19be8b3650,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__uncultured, f__uncultured, g__uncultured,,7
95476,4e4275e3d737f948877992a46a9e33b0,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Frankiales, f__Nakamurellaceae, g__Nakamurella, s__Nakamurella_sp.,7
132434,6c9e9d78e944f14378f483038c932077,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Frankiales, f__Sporichthyaceae, g__hgcI_clade,,7
10112,083761638dcef65cab9bc0dc218c9c62,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Frankiales, f__Sporichthyaceae,,,7
140876,73a2bfeebff7ccaf8e66c1da6a72cdf3,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Frankiales, f__uncultured, g__uncultured,,7
72321,3b0b4a7e60b79a4e94fa33ccf598bc75,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Microbacteriaceae,,,7
83885,448db8a930e759d18208bedf89abd908,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__FS118-23B-02, f__FS118-23B-02, g__FS118-23B-02, s__uncultured_actinobacterium,7
283999,e9064adf6125feee373296fce4c7b68b,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__Gaiella,,7
83791,4479e71a476fd454393075012dffec05,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Gaiellales, f__uncultured, g__uncultured,,7
300713,f66257d9a64320b415d5d6fa503bcb36,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Gaiellales, f__uncultured, g__uncultured, s__uncultured_actinobacterium,7
17084,0de5d8d8cb30c987d7085017648ee463,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__Conexibacter, s__metagenome,7
201282,a51e5e904dedc2c23560ac9992d2c856,d__Bacteria, p__Armatimonadota, c__Armatimonadia, o__Armatimonadales, f__Armatimonadaceae, g__Armatimonas,,7
260683,d5fcdab1fc5f2090508dec8f296fce53,d__Bacteria, p__Armatimonadota, c__Armatimonadia, o__Armatimonadales, f__Armatimonadales, g__Armatimonadales, s__uncultured_Chloroflexi,7
154353,7e9262fb6fbc2634b1214510fd9648ee,d__Bacteria, p__Armatimonadota, c__Chthonomonadetes, o__Chthonomonadales, f__Chthonomonadaceae, g__Chthonomonas, s__uncultured_bacterium,7
40306,20e3062ea28e308b4932fe1366359c16,d__Bacteria, p__Armatimonadota, c__Fimbriimonadia, o__Fimbriimonadales, f__Fimbriimonadaceae, g__Fimbriimonadaceae,,7
64431,34b50e6c73c73f4d61e4d173151d1eec,d__Bacteria, p__Armatimonadota, c__Fimbriimonadia, o__Fimbriimonadales, f__Fimbriimonadaceae, g__Fimbriimonadaceae,,7
87199,4753c2c3ef983ea9a94e519a51f31d2e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter,,7
96771,4f4fefc120a5e8a99496df372fe2b198,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter,,7
110744,5ae80b0d75593a46816cb59ca95e846d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter,,7
218532,b3492ccddc600bec75043a7482e1cabd,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter, s__uncultured_Bacteroidetes,7
11886,09a161b89742b43a1e6275e359101628,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Sediminibacterium, s__uncultured_bacterium,7
193651,9ec77841aa332d554e802a0a17e55d4d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Sediminibacterium, s__uncultured_Sediminibacterium,7
8501,06e8c5a1852822549df644e6ddf68987,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Terrimonas,,7
87198,4753a0b2d9d83d440338c2dc95cf7943,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Terrimonas,,7
18390,0ee0a0d904e6768c103f65091423ff06,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__uncultured, s__uncultured_bacterium,7
26448,157ca7113ae6ac410b377de61a56695a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__uncultured,,7
78372,4019e429fbd766f5afc7d3a5ab42dfe4,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__uncultured,,7
139991,72e1ab4251cd844a09ac1c779d37a8b5,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__uncultured,,7
172892,8daae178bff13f60d9cac2a2df18b605,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__uncultured, s__uncultured_Chitinophagaceae,7
174156,8eb485c4e40eb3235e5e5aca28a92cae,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__uncultured,,7
69652,38ed7a156b728082f424c64dec40801e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Saprospiraceae, g__uncultured, s__uncultured_bacterium,7
210478,acb7f4c48511e455255ffb92b953da7d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Saprospiraceae, g__uncultured, s__uncultured_bacterium,7
191815,9d3e8b1ffe055f1f71e195fd15cc0dba,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Cytophagaceae, g__Cytophaga, s__Hypsibius_dujardini,7
45348,24eda44d587ae089bc2c6baa268d5e9b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Hymenobacteraceae, g__Hymenobacter, s__uncultured_Bacteroidetes,7
164455,86d35dc64a9bfcddb997d36b4bbf8dbc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Hymenobacteraceae, g__Hymenobacter,,7
28552,1731e2520bf969a94b51fd2dd7166b52,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Microscillaceae, g__OLB12, s__uncultured_bacterium,7
12142,09d768c86ed4dd167c7ea0dca3820b48,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Microscillaceae, g__uncultured, s__uncultured_bacterium,7
126557,67defca63568affd71ae85499a663a66,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Microscillaceae, g__uncultured,,7
66882,36b963fd391cc918f658be32cfba8fd7,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium,,7
195284,a02058d7d20d35e957253e8cac607005,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium,,7
232641,bede372f2b1df78a71ef45f4b079faef,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium,,7
136744,702d11cdbc197790135cae3375c0c18f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__AKYH767, g__AKYH767, s__uncultured_Bacteroidetes,7
293347,f09984d4bb0e6401ab4c772132c430a7,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__AKYH767, g__AKYH767, s__uncultured_bacterium,7
188307,9a66d9659be07f3c90076fa6361acc03,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__env.OPS_17, g__env.OPS_17, s__uncultured_bacterium,7
